word,positive_index
이뤄진,0.26506024096385544
민주당,0.328125
진행할,0.1452991452991453
모니터링,0.2
대유행,0.5892857142857143
경쟁사,0.7272727272727273
파라다이스,0.44
순손실,0.14814814814814814
보스턴,0.6857142857142857
애널리스트,0.84
맞교환,0.42105263157894735
늘어날,0.43283582089552236
세이프티,0.1774193548387097
주택공사,0.4166666666666667
여행객,0.15384615384615385
정연승,0.6
수출입,0.07142857142857142
프랑스,0.32786885245901637
뉴시스,0.4117647058823529
이승범,0.7571428571428571
프리미엄,0.5849056603773585
페인트,1.0
가이드,0.44594594594594594
그동안,0.5217391304347826
공모전,0.0
출입국,0.40298507462686567
마지막,0.08163265306122448
한성숙,0.9512195121951219
리얼타임,0.4626865671641791
코스피,0.6097560975609756
레이팅,0.6304347826086957
인터뷰,0.0975609756097561
배터리,0.0967741935483871
일등석,0.38
그랜드,0.76
지배력,0.42
국제여객,0.2222222222222222
제조사,0.3333333333333333
박정우,0.5675675675675675
외국인,0.625
오프닝,0.6923076923076923
컨테이너,0.6951219512195121
재무제표,0.34615384615384615
역발상,0.6
나타났,0.39622641509433965
국방과학연구소,0.9459459459459459
한국관광공사,1.0
이동걸,0.5641025641025641
에어라인,0.6304347826086957
대학교,0.4897959183673469
정기편,0.06451612903225806
인터내셔널,0.5
발사대,0.5272727272727272
마이애미,0.0
루프트한자,0.7719298245614035
업데이트,0.9444444444444444
스마트,0.5289256198347108
탑승권,0.7692307692307693
편집장,0.7959183673469388
서약서,1.0
이뤄졌,0.3148148148148148
사이트,0.3194444444444444
사이판,0.35
패키지,0.17391304347826086
단거리,0.325
증권가,0.5454545454545454
리조트,0.4444444444444444
전문지,0.34615384615384615
자리매김,0.5818181818181818
군용기,0.2608695652173913
이승현,0.8064516129032258
대해선,0.575
시카고,0.018518518518518517
삼성전자,0.26666666666666666
매부리,0.6111111111111112
펼칩니다,0.6111111111111112
활주로,0.3333333333333333
전투기,0.6341463414634146
카메라,0.0
파트너,0.19753086419753085
장성현,0.28
나간다는,0.5961538461538461
한진관광,0.15
캐나다,0.21052631578947367
부회장,0.11428571428571428
오프라인,0.15789473684210525
줄어든,0.27692307692307694
만족도,0.5066666666666667
방호복,0.06382978723404255
제주항공,0.46153846153846156
위해선,0.4318181818181818
정찬수,0.56
삼성동,0.16666666666666666
트래블러,0.0
경영진,0.8157894736842105
로그인,1.0
미술관,0.6956521739130435
이사회,0.5056179775280899
반사면,0.9459459459459459
성장세,0.20454545454545456
김경욱,0.39285714285714285
컨테이너선,0.7741935483870968
보너스,0.23255813953488372
분위기,0.34782608695652173
텔레콤,0.45454545454545453
화장품,0.3
페이지,0.45535714285714285
미사일,0.0
견뎌준,1.0
대한해협,0.0
나아가,0.6829268292682927
강성진,0.7073170731707317
어려워,0.4444444444444444
호조세,0.41025641025641024
삼성증권,0.2916666666666667
최우수,0.0
변호사,0.575
경의선,0.0
트로터,0.9523809523809523
세이버,0.5365853658536586
이미지,0.5789473684210527
일자리,0.5476190476190477
정확도,0.0
어워드,0.42857142857142855
방문객,0.07142857142857142
이정환,0.18181818181818182
기념행사,0.0
일요일,0.0
근로자,0.15625
부꾸미,0.36363636363636365
팩토리,1.0
예정일,0.3953488372093023
뛰어넘,0.2702702702702703
돌아오,0.09523809523809523
중형기,0.0
다이어,0.3372093023255814
만든다,0.11363636363636363
선보이,0.047619047619047616
인도네시아,0.39285714285714285
상당수,0.3488372093023256
떨어지,0.358974358974359
록히드,0.0
안태호,0.5952380952380952
이뤄질,0.5128205128205128
시간대,0.5573770491803278
항공대,0.38636363636363635
커뮤니티,0.926829268292683
스위트,0.46875
베스트,0.3684210526315789
다목적,1.0
이관섭,0.0
이야기,0.24390243902439024
회의소,1.0
아이디,0.7619047619047619
정비사,0.7272727272727273
이건희,0.25
꼽힌다,0.639344262295082
통해서,0.475
구조물,0.2857142857142857
전자동,1.0
움직임,0.0
뉴스페이스,0.0
이착륙,0.7205882352941176
주기장,0.8205128205128205
심사관,0.2631578947368421
살펴보,0.4864864864864865
그럼에도,0.28205128205128205
피드백,0.72
마일즈,0.3076923076923077
현대건설,1.0
가까운,0.23076923076923078
여행사,0.05
인공지능,0.8648648648648649
캐리어,0.25
서울대,0.4166666666666667
방사선,1.0
잇따라,0.2894736842105263
한다고,0.4434250764525994
고병희,0.8285714285714286
아메리칸,0.6666666666666666
순이익,0.29411764705882354
연락처,0.8947368421052632
유니폼,0.9
여행지,0.3076923076923077
파트너십,0.32432432432432434
벗어나,0.3142857142857143
트레이드,0.0
목소리,0.375
당사자,0.3225806451612903
전환사채,0.08571428571428572
키움증권,0.52
카카오,0.5806451612903226
제주도,0.7619047619047619
메시지,0.5882352941176471
공급량,0.0
면세품,0.23333333333333334
매수세,0.45454545454545453
박물관,0.38095238095238093
로드맵,0.6521739130434783
옥수수,0.0
바코드,0.08695652173913043
이산화,0.15625
담당자,0.0
인사말,0.8
어메니티,0.0
떨어진,0.5641025641025641
이기범,0.45714285714285713
프로세스,0.5483870967741935
의약품,0.5384615384615384
로버트,0.0
지사장,0.0
상거래,0.26666666666666666
오정민,0.45714285714285713
양해각서,0.2831858407079646
국방부,0.90625
이마트,0.2857142857142857
신세계,0.2
컨설팅,0.3
암스테르담,0.5
카타르,0.13793103448275862
나로호,0.0
화이트,0.0
임채민,0.8695652173913043
계류장,0.5757575757575758
박상혁,0.14814814814814814
이어졌,0.0
나타날,0.0
부정기편,0.0
계약서,0.3888888888888889
인천공항공사,0.8
보여준,0.9393939393939394
최대치,0.4827586206896552
직격탄,0.21428571428571427
송광섭,0.45454545454545453
확인서,0.13793103448275862
브리핑,0.36666666666666664
바르셀로나,0.625
시드니,0.6071428571428571
동남아시아,0.25
멈춰선,0.90625
경영자,0.27586206896551724
증가세,0.09375
떠오르,1.0
인사이트,0.375
사이언스,0.35294117647058826
올림픽,0.0
재배치,0.4074074074074074
엔지니어링,0.0
세정제,0.0
시가총액,0.4166666666666667
이메일,1.0
디바이스,1.0
마리나,0.16
코스닥,0.4782608695652174
띄운다,0.07407407407407407
의존도,0.08333333333333333
바이오매스,0.0967741935483871
대전시,0.0
유성구,0.0
유니세프,0.6956521739130435
동해안,0.0
사무처,0.8333333333333334
통폐합,0.8076923076923077
유튜브,0.3684210526315789
노동조합,0.52
나간다,0.6756756756756757
사이클,0.25
지켜보,0.24
유가증권,0.36363636363636365
감독원,0.4583333333333333
기타큐슈,0.0
이동식,1.0
공모채,0.38461538461538464
호치민,0.07407407407407407
페인팅,1.0
미스트,0.75
조세일보,0.5
김세진,0.92
이재민,0.92
뜻한다,0.41379310344827586
목적지,0.1935483870967742
강남구,0.42105263157894735
제너럴,1.0
일렉트릭,1.0
뒷받침,0.3793103448275862
안전도,0.15217391304347827
휴대폰,0.0
박성봉,0.7931034482758621
이어져,0.8064516129032258
마친다,0.7241379310344828
기업지배구조,0.6666666666666666
사이클링,0.0
맞물려,0.3076923076923077
나고야,1.0
김지윤,0.6428571428571429
마찬가지,0.32
영국항공,0.17857142857142858
거래소,0.5862068965517241
태블릿,1.0
시설물,0.0
뛰어난,0.34615384615384615
나타나,0.2857142857142857
앞장서,0.5
인덱스,0.35714285714285715
이코노미,0.32432432432432434
코오롱,0.5
수탁자,0.8
파블로,1.0
안내서,0.0
토파스,0.4230769230769231
오름세,0.38095238095238093
보건부,0.0
유나이티드항공,0.56
코스모,0.48148148148148145
선보인,0.12903225806451613
레버리지,0.2
페트병,0.0
콜라보,0.0
시나리오,0.17391304347826086
마리아,0.0
올라갈,0.56
한국신용평가,0.92
금강정,0.0
김영권,0.4074074074074074
장자제,1.0
뛰어들,0.4782608695652174
신청서,0.8846153846153846
비디오,0.7272727272727273
김용석,0.1
미크론,0.6923076923076923
플라스틱,0.18181818181818182
이뤄지게,0.6153846153846154
산화제,0.0
지피지기,0.7307692307692307
단말기,1.0
문제점,0.0
동북아,0.23809523809523808
끊임없,0.6986301369863014
식자재,0.44
당첨자,1.0
위약금,0.2222222222222222
병목현상,0.16666666666666666
시그널,0.0
이노베이션,0.0
강원랜드,0.2727272727272727
개정안,0.1
선호도,0.8
사업비,0.0
카카오톡,0.75
띄운다고,0.0
에어포트,0.92
장용성,0.92
드라이아이스,0.0
의견서,0.375
퍼시픽,0.45
체크인,0.6818181818181818
찾아내,0.0
기술자,0.0
컨텐츠,0.0
경영난,0.7083333333333334
라텍스,0.0
숄더백,0.0
퍼블릭,0.0
소프트,0.06666666666666667
아파치,0.0
치누크,0.0
여의도,0.18181818181818182
최우선,0.08333333333333333
트랜스,0.6804123711340206
불린다,0.375
넘어섰,0.22727272727272727
태양광,0.6
공모주,0.23529411764705882
시험장,0.75
사용량,0.0
유일무이,1.0
김우영,0.5
공제조합,1.0
박용진,0.55
미뤄질,0.30434782608695654
세워져,0.6956521739130435
달라질,0.8260869565217391
허희영,0.8095238095238095
정부세종청사,0.3157894736842105
엔지니어,0.07407407407407407
청신호,0.6
테크닉,0.9130434782608695
리포트,0.3157894736842105
질수록,0.21739130434782608
증명서,0.14285714285714285
접어들,0.7142857142857143
가파른,0.7619047619047619
이용자,0.47368421052631576
콜스키,0.0
트렌드,0.17647058823529413
연기금,0.0
모터스,0.0
인터넷,0.2
신형기,0.5714285714285714
발돋움,0.0
오버헤드,0.0
조현아,0.6153846153846154
다각도,0.0
통신부,0.0
가정상담소,0.6521739130434783
줄리아,0.6521739130434783
스페인,0.1111111111111111
국제노선,0.29411764705882354
중소형,0.13636363636363635
라면서,0.25252525252525254
사들이,0.564935064935065
인건비,0.2857142857142857
신뢰도,0.18181818181818182
내려지,0.36363636363636365
전용기,0.3076923076923077
후쿠오카현,0.0
전시장,0.0
맞물리,0.1
네덜란드,0.25
마이너스,0.3
기념품,0.0
플라이트,0.0
백두산,0.0
이른다고,0.0
앵커리지,0.0
서명식,1.0
감염병,0.4444444444444444
열린다,0.7619047619047619
얼라이언스,0.19047619047619047
혼잡도,1.0
팔라우,0.5714285714285714
애틀랜타,0.15789473684210525
장시간,0.09523809523809523
전력화,1.0
황인종,0.9047619047619048
공항동,0.0
오피셜,1.0
발맞춰,0.09523809523809523
콘셉트,0.5263157894736842
유동균,0.0
손꼽힌다,0.5714285714285714
사들였,0.3076923076923077
페이스북,0.09523809523809523
레터링,0.0
새겨져,0.0
두랄루민,0.0
이상규,0.5714285714285714
볼티모어,0.0
제작비,0.0
시리즈,1.0
랜더스,0.0
에어캐나다,0.45454545454545453
기아차,0.5
컴퍼니,0.9285714285714286
과징금,0.14285714285714285
액화천연가스,0.15
사들인,0.2222222222222222
오디오,0.8
기획부,1.0
스티드,0.0
구독자,0.0
플레이트,0.4
서울경제,0.45374449339207046
아름다운,0.0
고해상도,0.0
보통주,0.16666666666666666
소규모,0.0
크레이튼,0.0
선착순,0.3
바란다,0.6
우선주,0.5
에디슨,0.0
김해중,1.0
붙여진,0.0
제트기,0.0
송수신,0.0
직장인,0.4
이강준,0.2
중거리,0.0
토론토,0.0
계획서,0.8333333333333334
조용석,0.75
시애틀,0.7647058823529411
프놈펜,0.631578947368421
걸림돌,0.8333333333333334
김인경,0.3684210526315789
중도금,0.6470588235294118
된다는,0.4897959183673469
로이터,0.1111111111111111
광화문,0.0
김광은,1.0
공장장,1.0
내려왔,1.0
신주인수권,0.2857142857142857
이어진,0.52
비수기,0.21052631578947367
늘어났,0.10526315789473684
운영비,0.0
렌터카,0.8666666666666667
노동부,0.0
개발비,0.0
서소문,0.42857142857142855
맥주병,0.3157894736842105
미슐랭,0.3157894736842105
김동재,0.6923076923076923
신규진,1.0
사라지,0.5555555555555556
카자흐스탄,0.0
바라본,0.35
성폭력,1.0
특례법,1.0
돌아가,0.8888888888888888
경쟁국,0.7222222222222222
김현민,0.6666666666666666
합의서,0.23333333333333334
들어갔,0.1111111111111111
아우르,0.6923076923076923
